Company/Bond,Quarter,Rating,Ending Date,Net Debt/EBITDA,Total Debt/EBIT,Net Debt/EBIT,EBITDA to Interest Expense,EBITDA-CapEx/Interest Expense,EBIT to Interest Expense,Interest Expense,Common Equity/Total Assets,Long-Term Debt/Equity,Long-Term Debt/Capital,Long-Term Debt/Total Assets,Total Debt/Equity,Total Debt/Capital,Total Debt/Total Assets,Number Rating,Rating Change
Teck Resources Senior Unsecured (Foreign),Q2 2008,Baa1,39629,0.13,0.6,0.15,52.24,32.1,46.71,17,59.46,17.72,15,10.63,18.09,15.32,10.86,8,0
Teck Resources Senior Unsecured (Foreign),Q3 2008,Baa1,39721,0.1,0.65,0.12,43.12,15.57,36.12,17,59.84,16.79,14.38,10.13,16.79,14.38,10.13,8,0
Teck Resources Senior Unsecured (Foreign),Q4 2008,Ba1,39813,4.67,6.12,5.72,2.27,0.63,1.09,128,34.57,46.36,21.37,16.18,116.99,53.92,40.83,11,3
Teck Resources Senior Unsecured (Foreign),Q1 2009,Ba3,39903,4.29,6.24,5.41,7.93,6.23,5.97,97,35.23,42.66,19.68,15.17,116.8,53.88,41.53,13,2
Teck Resources Senior Unsecured (Foreign),Q2 2009,Ba3,39994,4.07,5.89,5.49,4.53,3.47,3.34,172,38.84,88.51,45.39,34.65,95.02,48.72,37.19,13,0
Teck Resources Senior Unsecured (Foreign),Q3 2009,Ba2,40086,2.71,4.43,3.87,5.46,4.4,3.79,164,46.94,54.04,33.74,25.51,60.14,37.56,28.39,12,-1
Teck Resources Senior Unsecured (Foreign),Q4 2009,Ba2,40178,1.96,3.24,2.7,4.56,3.54,3.33,209,48.5,47.17,30.46,23.04,54.86,35.42,26.79,12,0
Teck Resources Senior Unsecured (Foreign),Q1 2010,Ba1,40268,1.22,1.84,1.6,9.56,8.61,8.06,155,54.11,36.26,26.38,19.75,37.44,27.24,20.39,11,-1
Teck Resources Senior Unsecured (Foreign),Q2 2010,Baa3,40359,1.14,1.72,1.49,7.07,5.86,5.33,137,54.32,35.96,26.37,19.66,36.35,26.66,19.87,10,-1
Teck Resources Senior Unsecured (Foreign),Q3 2010,Baa3,40451,1.05,1.65,1.33,8.61,7.08,6.95,132,53.8,35.27,25.69,19.11,37.3,27.17,20.21,10,0
Teck Resources Senior Unsecured (Foreign),Q4 2010,Baa2,40543,0.85,1.25,1.04,11.3,8.01,9.31,113,54.29,30.72,23.43,16.81,31.13,23.74,17.03,9,-1
Teck Resources Senior Unsecured (Foreign),Q1 2011,Baa2,40633,0.83,1.34,1.04,11.39,8.47,9.04,92,55.68,28.9,22.42,16.22,28.9,22.42,16.22,9,0
Teck Resources Senior Unsecured (Foreign),Q2 2011,Baa2,40724,0.7,1.18,0.85,15.77,12.19,13.3,93,55.97,27.88,21.74,15.74,28.25,22.03,15.95,9,0
Teck Resources Senior Unsecured (Foreign),Q3 2011,Baa2,40816,0.55,1.62,0.67,13.38,9.94,11.36,120,52.14,38.85,27.57,20.45,40.93,29.04,21.54,9,0
Teck Resources Senior Unsecured (Foreign),Q4 2011,Baa2,40908,0.49,1.58,0.59,9.97,6.76,8.19,125,51.79,37.31,26.78,19.51,39.32,28.22,20.56,9,0
Teck Resources Senior Unsecured (Foreign),Q1 2012,Baa2,40999,0.56,1.48,0.67,10.54,6.25,8.75,116,52.95,35.94,26.07,19.22,37.83,27.45,20.24,9,0
Teck Resources Senior Unsecured (Foreign),Q2 2012,Baa2,41090,0.67,1.71,0.82,9.49,3.4,6.94,101,52.25,36.81,26.54,19.44,38.7,27.9,20.44,9,0
Teck Resources Senior Unsecured (Foreign),Q3 2012,Baa2,41182,0.82,2.14,1.04,10.81,4.14,8.27,98,51.44,41.77,29.39,21.7,42.13,29.64,21.88,9,0
Teck Resources Senior Unsecured (Foreign),Q4 2012,Baa2,41274,0.93,2.22,1.21,14.28,2.76,10.38,69,51.56,39.2,28.12,20.43,39.39,28.26,20.52,9,0
Teck Resources Senior Unsecured (Foreign),Q1 2013,Baa2,41364,1.12,2.57,1.54,10.89,2.95,7.45,85,52.97,39.28,28.17,21.02,39.45,28.29,21.11,9,0
Teck Resources Senior Unsecured (Foreign),Q2 2013,Baa2,41455,1.3,2.93,1.85,11.9,1.03,7.16,61,52.12,41.06,29.07,21.64,41.28,29.22,21.76,9,0
Teck Resources Senior Unsecured (Foreign),Q3 2013,Baa2,41547,1.51,3.27,2.28,14.42,1.96,8.77,57,53,39.68,28.36,21.26,39.93,28.53,21.39,9,0
Teck Resources Senior Unsecured (Foreign),Q4 2013,Baa2,41639,1.54,3.91,2.5,15.66,0.11,8.66,47,51.4,40.74,28.88,21.18,41.06,29.11,21.34,9,0
Teck Resources Senior Unsecured (Foreign),Q1 2014,Baa2,41729,1.97,5.03,3.54,12.87,-0.26,5.6,45,51.56,41.96,29.48,21.89,42.32,29.74,22.08,9,0
Teck Resources Senior Unsecured (Foreign),Q2 2014,Baa2,41820,2.09,5.65,4.1,11,0.17,4.24,50,51.11,40.89,28.93,21.14,41.32,29.24,21.37,9,0
Teck Resources Senior Unsecured (Foreign),Q4 2013,Baa2,41639,1.54,3.91,2.5,15.66,0.11,8.66,47,51.4,40.74,28.88,21.18,41.06,29.11,21.34,9,0
Teck Resources Senior Unsecured (Foreign),Q1 2014,Baa2,41729,1.97,5.03,3.54,12.87,-0.26,5.6,45,51.56,41.96,29.48,21.89,42.32,29.74,22.08,9,0
Teck Resources Senior Unsecured (Foreign),Q2 2014,Baa2,41820,2.09,5.65,4.1,11,0.17,4.24,50,51.11,40.89,28.93,21.14,41.32,29.24,21.37,9,0
Teck Resources Senior Unsecured (Foreign),Q3 2014,Baa2,41912,2.48,6.77,5.23,12.6,1.89,6.23,53,51.2,42.62,29.8,22.08,43.05,30.09,22.3,9,0
Teck Resources Senior Unsecured (Foreign),Q4 2014,Baa2,42004,2.68,8.05,6.12,11.23,0.08,4.79,53,50.51,42.54,29.38,21.75,44.81,30.95,22.91,9,0
Teck Resources Senior Unsecured (Foreign),Q1 2015,Baa3,42094,3.2,8.92,7.4,10.81,0.34,4.45,53,49.98,45.96,30.97,23.28,48.39,32.61,24.51,10,1
Teck Resources Senior Unsecured (Foreign),Q2 2015,Baa3,42185,3.18,8.57,7.32,11.6,0.93,4.58,52,50.46,45.43,30.77,23.23,47.63,32.26,24.36,10,0
,,,,,,,,,,,,,,,,,,,
Wells Fargo Senior Unsecured (Domestic),Q1 2012,Aa3,40999,7.25,3.59,-1000000,-1000000,-1000000,-1000000,-1000000,10,88.36,39.61,9.73,123.06,55.17,13.55,4,0
Wells Fargo Senior Unsecured (Domestic),Q2 2012,Aa3,41090,6.98,3.45,-1000000,-1000000,-1000000,-1000000,-1000000,10.21,83.64,37.82,9.35,121.13,54.78,13.55,4,0
Wells Fargo Senior Unsecured (Domestic),Q3 2012,Aa3,41182,6.69,2.39,-1000000,-1000000,-1000000,-1000000,-1000000,10.36,83.82,38.61,9.51,117.11,53.94,13.29,4,0
Wells Fargo Senior Unsecured (Domestic),Q4 2012,Aa3,41274,6.48,0.89,-1000000,-1000000,-1000000,-1000000,-1000000,10.17,80.16,37.09,8.95,116.14,53.73,12.97,4,0
Wells Fargo Senior Unsecured (Domestic),Q1 2013,Aa3,41364,6.34,0.91,-1000000,-1000000,-1000000,-1000000,-1000000,10.28,77.23,36.03,8.78,114.38,53.35,13.01,4,0
Wells Fargo Senior Unsecured (Domestic),Q2 2013,Aa3,41455,5.85,0.45,-1000000,-1000000,-1000000,-1000000,-1000000,10.3,75.33,35.85,8.56,110.12,52.41,12.52,4,0
Wells Fargo Senior Unsecured (Domestic),Q3 2013,Aa3,41547,6.48,0.13,-1000000,-1000000,-1000000,-1000000,-1000000,10.19,89.57,40.44,10.16,121.47,54.85,13.78,4,0
Wells Fargo Senior Unsecured (Domestic),Q4 2013,Aa3,41639,6.34,-0.82,-1000000,-1000000,-1000000,-1000000,-1000000,10.1,89.47,40.49,10.04,120.98,54.75,13.58,4,0
Wells Fargo Senior Unsecured (Domestic),Q1 2014,Aa3,41729,6.31,-0.96,-1000000,-1000000,-1000000,-1000000,-1000000,10.25,86.94,39.65,9.92,119.27,54.4,13.61,4,0
Wells Fargo Senior Unsecured (Domestic),Q2 2014,Aa3,41820,6.85,-0.88,-1000000,-1000000,-1000000,-1000000,-1000000,10.14,92.47,40.82,10.5,126.54,55.86,14.37,4,0
Wells Fargo Senior Unsecured (Domestic),Q3 2014,Aa3,41912,7.32,-0.96,-1000000,-1000000,-1000000,-1000000,-1000000,9.96,100.87,42.88,11.28,135.26,57.49,15.12,4,0
Wells Fargo Senior Unsecured (Domestic),Q4 2014,Aa3,42004,7.3,-0.9,-1000000,-1000000,-1000000,-1000000,-1000000,9.79,99.29,42.51,10.9,133.57,57.19,14.67,4,0
Wells Fargo Senior Unsecured (Domestic),Q1 2015,Aa3,42094,7.74,-1.49,-1000000,-1000000,-1000000,-1000000,-1000000,9.6,96.49,40.65,10.55,137.39,57.87,15.02,4,0
Wells Fargo Senior Unsecured (Domestic),Q2 2015,Aa2,42185,7.81,0.32,-1000000,-1000000,-1000000,-1000000,-1000000,9.78,94.27,39.65,10.45,137.78,57.94,15.27,3,1
Wells Fargo Senior Unsecured (Domestic),Q3 2015,Aa2,42277,8.09,0.03,-1000000,-1000000,-1000000,-1000000,-1000000,9.8,95.48,39.64,10.58,140.87,58.48,15.61,3,0
Wells Fargo Senior Unsecured (Domestic),Q4 2015,Aa2,42369,8.83,0.23,-1000000,-1000000,-1000000,-1000000,-1000000,9.55,102.91,40.64,11.16,153.21,60.51,16.62,3,0
Wells Fargo Senior Unsecured (Domestic),Q1 2016,Aa2,42460,10,0.48,-1000000,-1000000,-1000000,-1000000,-1000000,9.3,114.8,42.67,12.32,169.06,62.83,18.15,3,0
Wells Fargo Senior Unsecured (Domestic),Q2 2016,Aa2,42551,10.96,1.45,-1000000,-1000000,-1000000,-1000000,-1000000,9.29,120.36,43.03,12.91,179.7,64.25,19.28,3,0
,,,,,,,,,,,,,,,,,,,
McDonald's Senior Unsecured (Domestic),Q2 2010,A3,40359,1.05,1.46,1.23,19.95,15.92,17.07,108.1,45.79,78.37,43.32,35.89,80.92,44.73,37.06,7,0
McDonald's Senior Unsecured (Domestic),Q3 2010,A3,40451,1.03,1.54,1.2,20.99,15.97,18.26,114.8,43.76,83.28,45.29,36.44,83.86,45.61,36.69,7,0
McDonald's Senior Unsecured (Domestic),Q4 2010,A2,40543,1.04,1.54,1.22,18.73,11.38,15.87,117,45.77,78.56,43.98,35.96,78.62,44.01,35.98,6,1
McDonald's Senior Unsecured (Domestic),Q1 2011,A2,40633,1.13,1.58,1.32,18.03,13.11,15.2,120.1,45.05,72.81,39.72,32.81,83.31,45.45,37.53,6,0
McDonald's Senior Unsecured (Domestic),Q2 2011,A2,40724,1.1,1.54,1.28,20.85,15.11,17.97,121.8,45.54,73.98,40.62,33.69,82.14,45.1,37.41,6,0
McDonald's Senior Unsecured (Domestic),Q3 2011,A2,40816,1.05,1.52,1.23,22.2,15.36,19.31,124,41.32,82.38,42.48,34.04,93.94,48.44,38.82,6,0
McDonald's Senior Unsecured (Domestic),Q4 2011,A2,40908,1.02,1.47,1.19,19.6,11.92,16.71,126.9,43.62,84.32,45.12,36.78,86.87,46.49,37.89,6,0
McDonald's Senior Unsecured (Domestic),Q1 2012,A2,40999,1.04,1.47,1.21,18.07,12.83,15.24,128.9,43.98,82.23,43.93,36.17,87.17,46.57,38.34,6,0
McDonald's Senior Unsecured (Domestic),Q2 2012,A2,41090,1.1,1.57,1.28,19.39,13.22,16.58,130,42.11,90.63,46.07,38.16,96.71,49.16,40.72,6,0
McDonald's Senior Unsecured (Domestic),Q3 2012,A2,41182,1.11,1.56,1.3,20.76,13.78,17.85,128.1,41.05,91.85,46.97,37.7,95.53,48.86,39.21,6,0
McDonald's Senior Unsecured (Domestic),Q4 2012,A2,41274,1.12,1.58,1.31,19.94,11.51,16.96,129.6,43.22,89.14,47.13,38.52,89.14,47.13,38.52,6,0
McDonald's Senior Unsecured (Domestic),Q1 2013,A2,41364,1.08,1.49,1.27,18.27,12.63,15.22,128.1,44.63,84.04,45.66,37.5,84.04,45.66,37.5,6,0
McDonald's Senior Unsecured (Domestic),Q2 2013,A2,41455,1.09,1.55,1.28,19.94,14.44,16.93,129.8,44.03,88.13,46.85,38.81,88.13,46.85,38.81,6,0
McDonald's Senior Unsecured (Domestic),Q3 2013,A2,41547,1.06,1.54,1.25,21.54,15.29,18.52,130.5,42.66,88.94,47.07,37.94,88.94,47.07,37.94,6,0
McDonald's Senior Unsecured (Domestic),Q4 2013,A2,41639,1.09,1.61,1.29,19.54,12.07,16.48,133.5,43.71,88.26,46.88,38.58,88.26,46.88,38.58,6,0
McDonald's Senior Unsecured (Domestic),Q1 2014,A2,41729,1.08,1.59,1.28,17.32,12.8,14.29,135.5,44.4,85.62,45.97,38.01,86.25,46.31,38.29,6,0
McDonald's Senior Unsecured (Domestic),Q2 2014,A2,41820,1.13,1.77,1.35,18.87,14.2,15.87,137.9,42.76,92.18,47.15,39.42,95.52,48.85,40.84,6,0
McDonald's Senior Unsecured (Domestic),Q3 2014,A2,41912,1.18,1.8,1.42,16.65,11.93,13.88,149.3,37.83,106.54,50.48,40.3,111.04,52.62,42,6,0
McDonald's Senior Unsecured (Domestic),Q4 2014,A2,42004,1.34,1.88,1.62,14.61,9.2,11.85,147.8,37.55,116.2,53.75,43.64,116.2,53.75,43.64,6,0
McDonald's Senior Unsecured (Domestic),Q1 2015,A2,42094,1.4,1.93,1.71,12.03,9.2,9.41,147.3,35.46,125.33,55.62,44.45,125.33,55.62,44.45,6,0
McDonald's Senior Unsecured (Domestic),Q2 2015,A3,42185,1.61,2.54,1.97,15.02,12.06,12.39,149.2,30.22,169.51,62.9,51.22,169.51,62.9,51.22,7,-1
McDonald's Senior Unsecured (Domestic),Q3 2015,Baa1,42277,1.81,2.56,2.21,15.03,12.28,12.62,160.9,25.21,216.5,68.4,54.58,216.5,68.4,54.58,8,-1
McDonald's Senior Unsecured (Domestic),Q4 2015,Baa1,42369,1.89,3.38,2.3,12.55,9.16,10.39,180.9,18.68,340.33,77.29,63.58,340.33,77.29,63.58,8,0
McDonald's Senior Unsecured (Domestic),Q1 2016,Baa1,42460,2.2,3.1,2.66,9.91,8.06,8.16,218.3,11.43,604.52,85.81,69.1,604.52,85.81,69.1,8,0
McDonald's Senior Unsecured (Domestic),Q2 2016,Baa1,42551,2.52,3.45,3.03,10.01,8.36,8.3,223.9,1.93,4064.06,97.6,78.47,4064.06,97.6,78.47,8,0
,,,,,,,,,,,,,,,,,,,
Pacific Gas and Electric Senior Unsecured (Domestic),Q1 2005,Baa1,38442,1.52,2.41,2.03,13.65,10.83,10.13,89.8,53.75,55.71,35.01,29.94,59.15,37.17,31.79,8,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q2 2005,Baa1,38533,1.43,2.35,1.92,14.99,10.74,11.51,88.3,53.23,54.06,33.88,28.78,59.59,37.34,31.72,8,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q3 2005,Baa1,38625,1.16,2.18,1.56,16.97,12.48,13.39,86.6,52.13,50.63,32.55,26.4,55.56,35.72,28.97,8,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q4 2005,Baa1,38717,1.12,2.54,1.47,13.39,7.37,9.92,91.4,50.51,59.01,35.34,29.8,66.95,40.1,33.81,8,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q1 2006,Baa1,38807,1.15,2.43,1.5,12.74,9.6,9.75,102.3,51.24,57.42,34.73,29.42,65.35,39.52,33.48,8,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q2 2006,Baa1,38898,1.14,2.26,1.48,14.95,10.92,11.73,97.7,52.53,53.4,33.21,28.05,60.79,37.81,31.93,8,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q3 2006,Baa1,38990,0.87,2.11,1.13,15.74,11.43,12.69,102.9,50.36,55.19,34.67,27.8,59.18,37.18,29.8,8,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q4 2006,Baa1,39082,1.07,1.82,1.36,15,8.48,11.81,99,53.35,54.27,35.15,28.96,54.39,35.23,29.02,8,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q1 2007,Baa1,39172,1.05,1.83,1.33,15.38,10.95,12.18,97.2,53.5,52.01,33.36,27.82,55.9,35.86,29.9,8,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q2 2007,Baa1,39263,0.95,1.61,1.19,17.02,12.66,14.04,101.8,52.03,52.27,33.9,27.2,54.18,35.14,28.19,8,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q3 2007,Baa1,39355,0.72,1.45,0.89,19.15,14.94,16.11,97.9,50.44,51.35,33.84,25.9,51.76,34.11,26.11,8,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q4 2007,A3,39447,1.08,1.68,1.32,14.67,7.95,12,113.2,51.99,47.84,29.74,24.87,60.87,37.84,31.65,7,1
Pacific Gas and Electric Senior Unsecured (Domestic),Q1 2008,A3,39538,1.25,2.01,1.51,13.76,10.46,11.39,128.5,46.61,72.45,39.94,33.77,81.41,44.87,37.95,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q2 2008,A3,39629,1.2,1.83,1.44,13.46,10.03,11.31,146.3,47.91,71.4,40.65,34.2,75.64,43.07,36.24,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q3 2008,A3,39721,1.11,1.57,1.33,16.22,11.53,13.86,131.6,46.39,75.55,43,35.05,75.69,43.08,35.11,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q4 2008,A3,39813,1.07,1.58,1.26,15.36,9.12,12.97,116.2,47.02,76.11,43.16,35.79,76.35,43.3,35.9,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q1 2009,A3,39903,1.12,1.63,1.32,13.92,10.32,11.58,120.9,45.61,82.16,45.07,37.47,82.31,45.15,37.54,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q2 2009,A3,39994,1.16,1.72,1.38,16.65,12.73,14.09,119.3,45.35,79.22,43.28,35.93,83.06,45.37,37.66,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q3 2009,A3,40086,1.15,1.7,1.36,19.06,14.62,16.41,117.8,43.86,80.81,43.91,35.44,84.02,45.66,36.85,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q4 2009,A3,40178,1.09,1.55,1.28,18.61,12.72,15.85,115.2,46.43,75.25,42.91,34.94,75.38,42.98,35,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q1 2010,A3,40268,1.02,1.48,1.19,17.95,14.04,15.08,111,47.33,74.26,42.58,35.15,74.38,42.66,35.21,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q2 2010,A3,40359,1.05,1.46,1.23,19.95,15.92,17.07,108.1,45.79,78.37,43.32,35.89,80.92,44.73,37.06,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q3 2010,A3,40451,1.03,1.54,1.2,20.99,15.97,18.26,114.8,43.76,83.28,45.29,36.44,83.86,45.61,36.69,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q4 2010,A3,40543,1.04,1.54,1.22,18.73,11.38,15.87,117,45.77,78.56,43.98,35.96,78.62,44.01,35.98,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q1 2011,A3,40633,1.13,1.58,1.32,18.03,13.11,15.2,120.1,45.05,72.81,39.72,32.81,83.31,45.45,37.53,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q2 2011,A3,40724,1.1,1.54,1.28,20.85,15.11,17.97,121.8,45.54,73.98,40.62,33.69,82.14,45.1,37.41,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q3 2011,A3,40816,1.05,1.52,1.23,22.2,15.36,19.31,124,41.32,82.38,42.48,34.04,93.94,48.44,38.82,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q4 2011,A3,40908,1.02,1.47,1.19,19.6,11.92,16.71,126.9,43.62,84.32,45.12,36.78,86.87,46.49,37.89,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q1 2012,A3,40999,1.04,1.47,1.21,18.07,12.83,15.24,128.9,43.98,82.23,43.93,36.17,87.17,46.57,38.34,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q2 2012,A3,41090,1.1,1.57,1.28,19.39,13.22,16.58,130,42.11,90.63,46.07,38.16,96.71,49.16,40.72,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q3 2012,A3,41182,1.11,1.56,1.3,20.76,13.78,17.85,128.1,41.05,91.85,46.97,37.7,95.53,48.86,39.21,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q4 2012,A3,41274,1.12,1.58,1.31,19.94,11.51,16.96,129.6,43.22,89.14,47.13,38.52,89.14,47.13,38.52,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q1 2013,A3,41364,1.08,1.49,1.27,18.27,12.63,15.22,128.1,44.63,84.04,45.66,37.5,84.04,45.66,37.5,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q2 2013,A3,41455,1.09,1.55,1.28,19.94,14.44,16.93,129.8,44.03,88.13,46.85,38.81,88.13,46.85,38.81,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q3 2013,A3,41547,1.06,1.54,1.25,21.54,15.29,18.52,130.5,42.66,88.94,47.07,37.94,88.94,47.07,37.94,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q4 2013,A3,41639,1.09,1.61,1.29,19.54,12.07,16.48,133.5,43.71,88.26,46.88,38.58,88.26,46.88,38.58,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q1 2014,A3,41729,1.08,1.59,1.28,17.32,12.8,14.29,135.5,44.4,85.62,45.97,38.01,86.25,46.31,38.29,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q2 2014,A3,41820,1.13,1.77,1.35,18.87,14.2,15.87,137.9,42.76,92.18,47.15,39.42,95.52,48.85,40.84,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q3 2014,A3,41912,1.18,1.8,1.42,16.65,11.93,13.88,149.3,37.83,106.54,50.48,40.3,111.04,52.62,42,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q4 2014,A3,42004,1.34,1.88,1.62,14.61,9.2,11.85,147.8,37.55,116.2,53.75,43.64,116.2,53.75,43.64,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q1 2015,A3,42094,1.4,1.93,1.71,12.03,9.2,9.41,147.3,35.46,125.33,55.62,44.45,125.33,55.62,44.45,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q2 2015,A3,42185,1.61,2.54,1.97,15.02,12.06,12.39,149.2,30.22,169.51,62.9,51.22,169.51,62.9,51.22,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q3 2015,A3,42277,1.81,2.56,2.21,15.03,12.28,12.62,160.9,25.21,216.5,68.4,54.58,216.5,68.4,54.58,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q4 2015,A3,42369,1.89,3.38,2.3,12.55,9.16,10.39,180.9,18.68,340.33,77.29,63.58,340.33,77.29,63.58,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q1 2016,A3,42460,2.2,3.1,2.66,9.91,8.06,8.16,218.3,11.43,604.52,85.81,69.1,604.52,85.81,69.1,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q2 2016,A3,42551,2.52,3.45,3.03,10.01,8.36,8.3,223.9,1.93,4064.06,97.6,78.47,4064.06,97.6,78.47,7,0
,,,,,,,,,,,,,,,,,,,
Valeant Senior Unsecured (Foreign),Q1 2012,B1,40999,6.75,24.4,23.24,2.72,2.61,0.6,102,29.93,168.06,61.87,50.3,171.62,63.18,51.37,14,14
Valeant Senior Unsecured (Foreign),Q2 2012,B1,41090,6.78,29.61,28.06,3.07,2.93,0.86,100.6,26.36,199.06,65.41,52.47,204.34,67.14,53.86,14,0
Valeant Senior Unsecured (Foreign),Q3 2012,B1,41182,7,44.32,42.82,2.28,1.79,0.25,116,26.76,196.1,65.02,52.47,201.58,66.84,53.94,14,0
Valeant Senior Unsecured (Foreign),Q4 2012,B1,41274,9.46,138.24,126.6,1.32,1.16,-0.6,162.9,20.71,283.41,71.51,58.69,296.33,74.77,61.37,14,0
Valeant Senior Unsecured (Foreign),Q1 2013,B1,41364,8.18,78.54,75.47,2.95,2.86,0.75,155.3,20.51,287.91,72.71,59.06,295.99,74.75,60.72,14,0
Valeant Senior Unsecured (Foreign),Q2 2013,B1,41455,5.91,56.85,43.47,2.6,2.53,0.8,176.8,28.83,183.2,63.33,52.81,189.29,65.43,54.56,14,0
Valeant Senior Unsecured (Foreign),Q2 2014,B1,41820,7.6,396.67,384.51,3.16,2.69,1.47,241.2,18.85,317.83,75.17,61.15,322.8,76.35,62.11,14,0
Valeant Senior Unsecured (Foreign),Q3 2014,B1,41912,4.72,10.05,9.55,4.35,4.19,2.65,258.4,18.93,297.77,72.46,57.59,310.97,75.67,60.14,14,0
Valeant Senior Unsecured (Foreign),Q4 2014,B1,42004,3.99,7.61,7.45,4.87,4.51,2.69,224.9,20.07,281.91,73.81,57.89,281.93,73.82,57.89,14,0
Valeant Senior Unsecured (Foreign),Q1 2015,B1,42094,6.1,11.75,10.91,3.28,3.06,1.92,297.8,16.73,393.87,79.45,67.15,395.74,79.83,67.47,14,0
Valeant Senior Unsecured (Foreign),Q2 2015,B1,42185,7.17,14.03,13.59,2.37,2.25,0.83,412.7,13.31,461.85,80.9,62.66,470.86,82.48,63.88,14,0
Valeant Senior Unsecured (Foreign),Q3 2015,B1,42277,6.98,15.71,14.99,2.79,2.67,1.07,420.2,13.09,466.79,80.8,62.28,477.72,82.69,63.74,14,0
Valeant Senior Unsecured (Foreign),Q4 2015,B1,42369,7.24,19.65,19.27,2.5,2.33,0.51,432.5,12.07,501.93,81.54,61.81,515.58,83.76,63.49,14,0
Valeant Senior Unsecured (Foreign),Q1 2016,B2,42460,7.58,29.68,28.46,1.91,1.76,0.16,426.6,11.54,541.99,82.91,63.86,553.68,84.7,65.24,15,1
Valeant Senior Unsecured (Foreign),Q2 2016,B3,42551,7.4,38.05,37.01,2.15,2.01,0.17,472.5,11.11,569.55,84.38,64.57,574.99,85.18,65.18,16,1
,,,,,,,,,,,,,,,,,,,
Softbank Senior Unsecured,Q3 2006,Baa2,38717,4.47,48.03,27.5,6.41,3.5,3.5,6.7,12.53,216.51,59.85,38.36,261.73,72.36,46.37,9,0
Softbank Senior Unsecured,Q4 2006,Baa1,38807,3.19,14.53,7.3,8.11,6.2,5.29,6.5,13.42,193.4,53.27,36.8,263.08,72.46,50.06,8,-1
Softbank Senior Unsecured,Q1 2007,Baa1,38898,9.8,21.11,18.67,7.08,1.82,3.72,14.6,5.91,146.15,29.74,23.43,391.46,79.65,62.75,8,0
Softbank Senior Unsecured,Q2 2007,Baa1,38990,6.6,14.02,12.37,6.72,2.16,3.24,17.9,6.33,129.73,28.26,21.66,359.03,78.21,59.95,8,0
Softbank Senior Unsecured,Q3 2007,Baa1,39082,5,10.67,9.24,7.19,3.77,4.04,21,6.46,312.18,68.6,51.83,355.05,78.02,58.94,8,0
Softbank Senior Unsecured,Q4 2007,Baa1,39172,4.09,9.18,7.75,5.34,2.75,2.84,26,6.64,310.9,69.51,51.65,347.29,77.64,57.7,8,0
Softbank Senior Unsecured,Q1 2008,Baa1,39263,4.01,9.2,7.55,5.44,2,2.92,27,7.17,315.4,68.92,53.77,357.65,78.15,60.97,8,0
Softbank Senior Unsecured,Q2 2008,Baa1,39355,3.8,8.4,6.93,5.57,1.65,3.13,28.4,7.93,295.67,66.64,52.9,343.68,77.46,61.49,8,0
