Company/Bond,Quarter,Rating,Ending Date,Net Debt/EBITDA,Total Debt/EBIT,Net Debt/EBIT,EBITDA to Interest Expense,EBITDA-CapEx/Interest Expense,EBIT to Interest Expense,Interest Expense,Common Equity/Total Assets,Long-Term Debt/Equity,Long-Term Debt/Capital,Long-Term Debt/Total Assets,Total Debt/Equity,Total Debt/Capital,Total Debt/Total Assets,Number Rating,Rating Change
Pacific Gas and Electric Senior Unsecured (Domestic),Q2 2013,A3,41455,1.09,1.55,1.28,19.94,14.44,16.93,129.8,44.03,88.13,46.85,38.81,88.13,46.85,38.81,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q3 2013,A3,41547,1.06,1.54,1.25,21.54,15.29,18.52,130.5,42.66,88.94,47.07,37.94,88.94,47.07,37.94,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q4 2013,A3,41639,1.09,1.61,1.29,19.54,12.07,16.48,133.5,43.71,88.26,46.88,38.58,88.26,46.88,38.58,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q1 2014,A3,41729,1.08,1.59,1.28,17.32,12.8,14.29,135.5,44.4,85.62,45.97,38.01,86.25,46.31,38.29,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q2 2014,A3,41820,1.13,1.77,1.35,18.87,14.2,15.87,137.9,42.76,92.18,47.15,39.42,95.52,48.85,40.84,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q3 2014,A3,41912,1.18,1.8,1.42,16.65,11.93,13.88,149.3,37.83,106.54,50.48,40.3,111.04,52.62,42,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q4 2014,A3,42004,1.34,1.88,1.62,14.61,9.2,11.85,147.8,37.55,116.2,53.75,43.64,116.2,53.75,43.64,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q1 2015,A3,42094,1.4,1.93,1.71,12.03,9.2,9.41,147.3,35.46,125.33,55.62,44.45,125.33,55.62,44.45,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q2 2015,A3,42185,1.61,2.54,1.97,15.02,12.06,12.39,149.2,30.22,169.51,62.9,51.22,169.51,62.9,51.22,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q3 2015,A3,42277,1.81,2.56,2.21,15.03,12.28,12.62,160.9,25.21,216.5,68.4,54.58,216.5,68.4,54.58,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q4 2015,A3,42369,1.89,3.38,2.3,12.55,9.16,10.39,180.9,18.68,340.33,77.29,63.58,340.33,77.29,63.58,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q1 2016,A3,42460,2.2,3.1,2.66,9.91,8.06,8.16,218.3,11.43,604.52,85.81,69.1,604.52,85.81,69.1,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q2 2016,A3,42551,2.52,3.45,3.03,10.01,8.36,8.3,223.9,1.93,4064.06,97.6,78.47,4064.06,97.6,78.47,7,0
,,,,,,,,,,,,,,,,,,,
Valeant Senior Unsecured (Foreign),Q1 2012,B1,40999,6.75,24.4,23.24,2.72,2.61,0.6,102,29.93,168.06,61.87,50.3,171.62,63.18,51.37,14,14
Valeant Senior Unsecured (Foreign),Q2 2012,B1,41090,6.78,29.61,28.06,3.07,2.93,0.86,100.6,26.36,199.06,65.41,52.47,204.34,67.14,53.86,14,0
Valeant Senior Unsecured (Foreign),Q3 2012,B1,41182,7,44.32,42.82,2.28,1.79,0.25,116,26.76,196.1,65.02,52.47,201.58,66.84,53.94,14,0
Valeant Senior Unsecured (Foreign),Q4 2012,B1,41274,9.46,138.24,126.6,1.32,1.16,-0.6,162.9,20.71,283.41,71.51,58.69,296.33,74.77,61.37,14,0
Valeant Senior Unsecured (Foreign),Q1 2013,B1,41364,8.18,78.54,75.47,2.95,2.86,0.75,155.3,20.51,287.91,72.71,59.06,295.99,74.75,60.72,14,0
Valeant Senior Unsecured (Foreign),Q2 2013,B1,41455,5.91,56.85,43.47,2.6,2.53,0.8,176.8,28.83,183.2,63.33,52.81,189.29,65.43,54.56,14,0
Valeant Senior Unsecured (Foreign),Q2 2014,B1,41820,7.6,396.67,384.51,3.16,2.69,1.47,241.2,18.85,317.83,75.17,61.15,322.8,76.35,62.11,14,0
Valeant Senior Unsecured (Foreign),Q3 2014,B1,41912,4.72,10.05,9.55,4.35,4.19,2.65,258.4,18.93,297.77,72.46,57.59,310.97,75.67,60.14,14,0
Valeant Senior Unsecured (Foreign),Q4 2014,B1,42004,3.99,7.61,7.45,4.87,4.51,2.69,224.9,20.07,281.91,73.81,57.89,281.93,73.82,57.89,14,0
Valeant Senior Unsecured (Foreign),Q1 2015,B1,42094,6.1,11.75,10.91,3.28,3.06,1.92,297.8,16.73,393.87,79.45,67.15,395.74,79.83,67.47,14,0
Valeant Senior Unsecured (Foreign),Q2 2015,B1,42185,7.17,14.03,13.59,2.37,2.25,0.83,412.7,13.31,461.85,80.9,62.66,470.86,82.48,63.88,14,0
Valeant Senior Unsecured (Foreign),Q3 2015,B1,42277,6.98,15.71,14.99,2.79,2.67,1.07,420.2,13.09,466.79,80.8,62.28,477.72,82.69,63.74,14,0
Valeant Senior Unsecured (Foreign),Q4 2015,B1,42369,7.24,19.65,19.27,2.5,2.33,0.51,432.5,12.07,501.93,81.54,61.81,515.58,83.76,63.49,14,0
Valeant Senior Unsecured (Foreign),Q1 2016,B2,42460,7.58,29.68,28.46,1.91,1.76,0.16,426.6,11.54,541.99,82.91,63.86,553.68,84.7,65.24,15,1
Valeant Senior Unsecured (Foreign),Q2 2016,B3,42551,7.4,38.05,37.01,2.15,2.01,0.17,472.5,11.11,569.55,84.38,64.57,574.99,85.18,65.18,16,1
,,,,,,,,,,,,,,,,,,,
Softbank Senior Unsecured,Q3 2006,Baa2,38717,4.47,48.03,27.5,6.41,3.5,3.5,6.7,12.53,216.51,59.85,38.36,261.73,72.36,46.37,9,0
Softbank Senior Unsecured,Q4 2006,Baa1,38807,3.19,14.53,7.3,8.11,6.2,5.29,6.5,13.42,193.4,53.27,36.8,263.08,72.46,50.06,8,-1
Softbank Senior Unsecured,Q1 2007,Baa1,38898,9.8,21.11,18.67,7.08,1.82,3.72,14.6,5.91,146.15,29.74,23.43,391.46,79.65,62.75,8,0
Softbank Senior Unsecured,Q2 2007,Baa1,38990,6.6,14.02,12.37,6.72,2.16,3.24,17.9,6.33,129.73,28.26,21.66,359.03,78.21,59.95,8,0
Softbank Senior Unsecured,Q3 2007,Baa1,39082,5,10.67,9.24,7.19,3.77,4.04,21,6.46,312.18,68.6,51.83,355.05,78.02,58.94,8,0
Softbank Senior Unsecured,Q4 2007,Baa1,39172,4.09,9.18,7.75,5.34,2.75,2.84,26,6.64,310.9,69.51,51.65,347.29,77.64,57.7,8,0
Softbank Senior Unsecured,Q1 2008,Baa1,39263,4.01,9.2,7.55,5.44,2,2.92,27,7.17,315.4,68.92,53.77,357.65,78.15,60.97,8,0
Softbank Senior Unsecured,Q2 2008,Baa1,39355,3.8,8.4,6.93,5.57,1.65,3.13,28.4,7.93,295.67,66.64,52.9,343.68,77.46,61.49,8,0
Softbank Senior Unsecured,Q3 2008,Baa1,39447,3.96,8.2,7.19,5.77,2.96,3.28,28.2,8.69,278.77,65.63,52.44,324.77,76.46,61.09,8,0
Softbank Senior Unsecured,Q4 2008,Baa1,39538,3.89,8.77,7.24,4.34,2.36,2.05,31.3,8.42,267.85,61.56,49.87,335.12,77.02,62.39,8,0
Softbank Senior Unsecured,Q1 2009,Baa1,39629,3.96,8.65,7.36,5.54,3.02,3,28.4,8.97,263.26,60.01,50.21,338.69,77.2,64.6,8,0
Softbank Senior Unsecured,Q2 2009,Baa1,39721,3.86,8.41,7.15,5.88,3.39,3.31,28.7,9.36,253.55,59.19,49.4,328.35,76.65,63.97,8,0
Softbank Senior Unsecured,Q3 2009,Baa1,39813,3.75,8.12,6.98,6.03,4.13,3.36,28.2,9.03,244.83,57.45,48.01,326.12,76.53,63.95,8,0
Softbank Senior Unsecured,Q4 2009,Baa1,39903,3.45,7.58,6.3,5.93,4.3,3.11,27.1,8.53,241.78,56.23,45.46,330.01,76.74,62.05,8,0
Softbank Senior Unsecured,Q1 2010,Baa1,39994,3.24,7.05,5.78,6.67,3.89,3.94,27.5,9.52,227.64,55.51,45.72,310.06,75.61,62.27,8,0
Softbank Senior Unsecured,Q2 2010,Baa1,40086,2.93,6.5,5.09,7.1,4.68,4.39,27.9,10.2,225.07,57.4,47.23,292.08,74.49,61.3,8,0
,,,,,,,,,,,,,,,,,,,
